Atom					pct

A					0.0719205999837
C					0.0197277247901
E					0.0595500122279
D					0.044621749409
G					0.0685171598598
F					0.0371729029102
I					0.0441835819679
H					0.0243335778919
K					0.0468737262574
M					0.0239565500937
L					0.0972731719247
N					0.0323632509986
Q					0.0466393576262
P					0.0553823265672
S					0.0771480394554
R					0.0607116654439
U					0.0
T					0.0584800684764
W					0.0175266976441
V					0.059488872585
Y					0.0336573734409
