Atom					pct

A					0.0777021735726
C					0.0204479404138
E					0.0633451090267
D					0.0519290673999
G					0.0745871256287
F					0.0407392583053
I					0.050119207142
H					0.021178845518
K					0.0573412456711
M					0.0230931207908
L					0.08203539669
N					0.041017698345
Q					0.0381810904408
P					0.0450724814228
S					0.0716287002071
R					0.0568887806067
U					0.0
T					0.0530254250561
W					0.0147747246054
V					0.0656074343491
Y					0.0308198318918
